Sample2,Species,Common_name,Taxa,Sex,Situ,Location,Country,CollectionYear,TissueStorage,SampleType,ExtractionKit,Environment,Class,Order,Rough_Class,Diet
F7M,Diploptera punctata,Cockroach,Invertebrate,Unknown,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
GJ2,Diploptera punctata,Cockroach,Invertebrate,Unknown,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
H5D,Diploptera punctata,Cockroach,Invertebrate,Female,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
IGA,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
IGF,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
J5A,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
J5B,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
J5C,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
N5,Diploptera punctata,Cockroach,Invertebrate,Male,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
P5,Diploptera punctata,Cockroach,Invertebrate,Unknown,Captive,"Manchester, UK",Captive,2018,Liquid nitrogen and frozen at -80¡C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Blattodea,Terrestrial Invertebrate,Omnivore
CS01,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS02,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS03,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS04,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS05,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS06,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS07,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS08,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS09,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
CS10,Cinachyrella sp.,Golfball sponge,Invertebrate,NA,Wild,"Florida Keys, USA",USA,2012,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Tetractinellida,Marine Invertebrate,NA
LF23,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
LF29,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
LF3,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
LF33,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
LF6,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
RM16,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
RM19,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
RM20,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
RM21,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
RM22,Amblyomma rotundatum,Hard tick,Invertebrate,Unknown,Wild,"Montserrat, Caribbean",Montserrat,2014,70% ethanol,Whole tick,Alkaline digest and ethanol precipitation,Terrestrial,Arachnida,Ixodida,Terrestrial Invertebrate,Carnivore
AGE3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
AND106-3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
BPO10,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
CAT3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
GB5,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
JGPH2,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2017,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
LVA4,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
MAD3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
MAN3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
PBO3,Apis mellifera,Honey bee,Invertebrate,Female,Wild,North West of England,UK,2016,100% ethanol and frozen at -20C,Gut contents,Qiagen Blood and Tissue kit with proteinase K and lysozyme,Terrestrial,Insecta,Hymenoptera,Terrestrial Invertebrate,Herbivore
SV01,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV02,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV03,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV04,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV05,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV06,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV07,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV08,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV09,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
SV10,Spheciospongia vesparium,Loggerhead sponge,Invertebrate,NA,Wild,"Little Crane Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Clionaida,Marine Invertebrate,NA
TF14,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF15,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF16,Glossina fuscipes,Tsetse fly,Invertebrate,Male,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF17,Glossina fuscipes,Tsetse fly,Invertebrate,Male,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF18,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF19,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF20,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF21,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
TF29,Glossina fuscipes,Tsetse fly,Invertebrate,Female,Wild,"Patira East, Uganda",Uganda,2019,70% ethanol,Whole insect,Qiagen Blood and Tissue kit with proteinase K,Terrestrial,Insecta,Diptera,Terrestrial Invertebrate,Carnivore
IC01,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC02,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC03,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC04,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC05,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC06,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC07,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC08,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC09,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
IC10,Ircinia campana,Vase sponge,Invertebrate,NA,Wild,"Long Key, Florida, USA",USA,2014,95% ethanol,Tissue (choanosome),Qiagen Blood and Tissue kit with proteinase K,Marine,Demospongiae,Dictyoceratida,Marine Invertebrate,NA
G203,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G209,Myodes glareolus,Bank vole,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G210,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G211,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G215,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G216,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G217,Myodes glareolus,Bank vole,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G218,Myodes glareolus,Bank vole,Mammal,Female,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G219,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
G220,Myodes glareolus,Bank vole,Mammal,Male,Wild,"Chernobyl, Ukraine",Ukraine,2017,100% ethanol and frozen at -20C,Gut contents,Invitrogen Microbiome kit,Terrestrial,Mammalia,Rodentia,Mammalia,Omnivore
J124,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J126,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J138,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J146,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J147,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J163,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J169,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J176,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J189,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
J196,Sapajus libidinosus,Capuchin monkey,Mammal,Unknown,Wild,"Serra Talhada, State of Pernambuco, Brazil",Brazil,2017,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Primates,Mammalia,Omnivore
R1,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R101,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R109,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R113,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R130,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R137,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R147,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R20,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R27,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
R49,Diceros bicornis michaeli,Eastern black rhino,Mammal,Female,Captive,"Chester Zoo, Cheshire, UK",Captive,2011,Frozen at -20C,Faeces,QIAamp Fast DNA Stool Mini kit ,Terrestrial,Mammalia,Perissodactyla,Mammalia,Herbivore
Shrew10,Crocidura russula,Greater white-toothed shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew11,Crocidura russula,Greater white-toothed shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew18,Crocidura russula,Greater white-toothed shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew2,Crocidura russula,Greater white-toothed shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew20,Crocidura russula,Greater white-toothed shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew3,Crocidura russula,Greater white-toothed shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew4,Crocidura russula,Greater white-toothed shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew5,Crocidura russula,Greater white-toothed shrew,Mammal,Male,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
Shrew6,Crocidura russula,Greater white-toothed shrew,Mammal,Female,Wild,"Belle Ile, France",France,2018,100% ethanol and frozen at -20C,Gut contents,Qiagen PowerSoil kit,Terrestrial,Mammalia,Eulipotyphla,Mammalia,Carnivore
